ID,p1,p2,class,commit_url,method,file,fix hash,fix addr,bug hash,bug addr,UTC of buggy commit
11,irccloud,android,android.database.Cursor,https://github.com/irccloud/android/commit/4086f1a27e4bf978bc8039f86ac14f9bad96308f,load(),UsersList.java,6cc73f8bb9aa94ae8bab521637d409109e2c9f595e0ebd0921ec037450dfe464,https://raw.githubusercontent.com/irccloud/android/4086f1a27e4bf978bc8039f86ac14f9bad96308f/src/com/irccloud/android/data/collection/UsersList.java,a2beea9e54e4f1c567db43177d0b03d934149d534498af07e09011cf3078ef2d,https://raw.githubusercontent.com/irccloud/android/5f8ca597a55370bb804c93d8b49fccc5448e767b/src/com/irccloud/android/data/collection/UsersList.java,2015-07-24T20:53:37Z
12,irccloud,android,android.database.Cursor,https://github.com/irccloud/android/commit/827b5e1b2b19865caf1d5c955b692795a4f22aa9,doInBackground() @line 4438,MainActivity.java,6443771a8328571bf89ddc6588aa3366d6046c53f3300df96440c1183c8e8cbc,https://raw.githubusercontent.com/irccloud/android/827b5e1b2b19865caf1d5c955b692795a4f22aa9/src/com/irccloud/android/activity/MainActivity.java,c79e17ec7017fcb3fd5953bcfb698bc8d56fd09ec9f2a736076b7dfa2fc29e70,https://raw.githubusercontent.com/irccloud/android/b8eddb57468125854ababac393d0331085376067/src/com/irccloud/android/activity/MainActivity.java,2015-06-11T22:44:23Z
13,liato,android-bankdroid,android.database.Cursor,https://github.com/liato/android-bankdroid/commit/f4fbbfd966a25a9c2e4b0a5aca381b47c2f36ac1,accountFromDb() @line 191,BankFactory.java,90f381e2bc7a88d3f3bf3e7fe55fd3aa6d20327aa1d99d25424461fbd7b9b656,https://raw.githubusercontent.com/liato/android-bankdroid/f4fbbfd966a25a9c2e4b0a5aca381b47c2f36ac1/src/com/liato/bankdroid/BankFactory.java,67552c9f2417869b94b6137005d75959209f3ce99605e081fb8f541cd27d1d07,https://raw.githubusercontent.com/liato/android-bankdroid/1747b81da807e5ea03f2e2e26b890e013b80e3a7/src/com/liato/bankdroid/BankFactory.java,2010-11-15T03:54:58Z
14,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/d09533732992b714e42b82de8477e24a7cf0016b,eta() @line 2585,Sched.java,4207816befa9056f7773b77473ccc40e51ac04817fb36266bbc79709e744273d,https://raw.githubusercontent.com/ankidroid/Anki-Android/d09533732992b714e42b82de8477e24a7cf0016b/src/com/ichi2/libanki/Sched.java,700d448a8f552718e1614c7a371aa7ac4f6867a6b415b0a713a3ca65619d9f18,https://raw.githubusercontent.com/ankidroid/Anki-Android/ff359989da34ab0335e0a3e61646c49a213c0a4f/src/com/ichi2/libanki/Sched.java,2014-04-10T04:42:51Z
15,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/7475c7a3b872ee9e3abfc35762325ed4fdd29e7f,AnkiDb(),AnkiDb.java,bc869a6443da64613e3e439721901e3ee9d3db3fab373f217bdec8d0a6de225c,https://raw.githubusercontent.com/ankidroid/Anki-Android/7475c7a3b872ee9e3abfc35762325ed4fdd29e7f/src/com/ichi2/anki/AnkiDb.java,e2bd85f82e2188bc843b7fca5c2719f3bdc0f82c3a2b55a1262d45414a468300,https://raw.githubusercontent.com/ankidroid/Anki-Android/f1f1161502e4ab867d489eb1f90468c562111237/src/com/ichi2/anki/AnkiDb.java,2011-08-14T09:02:24Z
16,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/959f5163f26d1c7f5b3ab0271aa900e31c3149da,getWidgetStatus(),MetaDB.java,50ec0030ed89d4b217a84387b0c5ee0cf4ae36832e97022079d383afe346cb85,https://raw.githubusercontent.com/ankidroid/Anki-Android/959f5163f26d1c7f5b3ab0271aa900e31c3149da/src/com/ichi2/anki/MetaDB.java,78eea35a00187a665e48cc5e1f42e1d03b13ef9e26dd559155b3b0c7410441d7,https://raw.githubusercontent.com/ankidroid/Anki-Android/197eefad0b2edb9256ef9683545140cbe3caee46/src/com/ichi2/anki/MetaDB.java,2011-05-17T22:17:35Z
17,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/a694f4dedca21e25221f3f5aa7d8f2f945b340e5,hasKey(),Deck.java,f74bccc8ffbaecbec3f90f59502e5a4afd32c8c0b46c3d2e0c0da57140c5bda0,https://raw.githubusercontent.com/ankidroid/Anki-Android/a694f4dedca21e25221f3f5aa7d8f2f945b340e5/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
18,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/07570478bee8f2bb42077eedae93589d000991aa,_rebuildRevEarlyCount(),Deck.java,af7acd44e18645081001fe43d9d18eef3f9bde619f394181c5b43a5d64ad542f,https://raw.githubusercontent.com/ankidroid/Anki-Android/07570478bee8f2bb42077eedae93589d000991aa/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
19,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/3a579e409118bcfa5027f71d7843730c9ab99eb7,getInt(),Deck.java,15e50b77bd7e6c6df7d18b51c7dfa44c91118b3190285b0dcd6285c98bc39132,https://raw.githubusercontent.com/ankidroid/Anki-Android/3a579e409118bcfa5027f71d7843730c9ab99eb7/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
20,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/3a579e409118bcfa5027f71d7843730c9ab99eb7,getFloat(),Deck.java,15e50b77bd7e6c6df7d18b51c7dfa44c91118b3190285b0dcd6285c98bc39132,https://raw.githubusercontent.com/ankidroid/Anki-Android/3a579e409118bcfa5027f71d7843730c9ab99eb7/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
21,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/3a579e409118bcfa5027f71d7843730c9ab99eb7,getBool(),Deck.java,15e50b77bd7e6c6df7d18b51c7dfa44c91118b3190285b0dcd6285c98bc39132,https://raw.githubusercontent.com/ankidroid/Anki-Android/3a579e409118bcfa5027f71d7843730c9ab99eb7/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
22,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/3a579e409118bcfa5027f71d7843730c9ab99eb7,_fillFailedQueue(),Deck.java,15e50b77bd7e6c6df7d18b51c7dfa44c91118b3190285b0dcd6285c98bc39132,https://raw.githubusercontent.com/ankidroid/Anki-Android/3a579e409118bcfa5027f71d7843730c9ab99eb7/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
23,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/3a579e409118bcfa5027f71d7843730c9ab99eb7,_fillRevQueue(),Deck.java,15e50b77bd7e6c6df7d18b51c7dfa44c91118b3190285b0dcd6285c98bc39132,https://raw.githubusercontent.com/ankidroid/Anki-Android/3a579e409118bcfa5027f71d7843730c9ab99eb7/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
24,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/3a579e409118bcfa5027f71d7843730c9ab99eb7,_fillNewQueue(),Deck.java,15e50b77bd7e6c6df7d18b51c7dfa44c91118b3190285b0dcd6285c98bc39132,https://raw.githubusercontent.com/ankidroid/Anki-Android/3a579e409118bcfa5027f71d7843730c9ab99eb7/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
25,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/3a579e409118bcfa5027f71d7843730c9ab99eb7,_fillCramQueue(),Deck.java,15e50b77bd7e6c6df7d18b51c7dfa44c91118b3190285b0dcd6285c98bc39132,https://raw.githubusercontent.com/ankidroid/Anki-Android/3a579e409118bcfa5027f71d7843730c9ab99eb7/src/com/ichi2/anki/Deck.java,204c9090f1af57ea5473bbbba7b05565e4d72d0e472289edb9b374d6d8e72c94,https://raw.githubusercontent.com/ankidroid/Anki-Android/3e9ddc7eca6cd035e1cf6f82cb4e5d1e3b7220cf/src/com/ichi2/anki/Deck.java,2010-12-07T22:38:59Z
26,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,queryScalar(),AnkiDb.java,a157744ea6019a5efdc620f295b0a939e1d82daac2d0a371aeeb1f5bb2537c92,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/AnkiDb.java,ebb41e105a91e735509f51d9ae7e1b722691a759ea2fbb49faccfb8fb26ced24,https://raw.githubusercontent.com/ankidroid/Anki-Android/eca310049470e49147d284b6aa02cf36c67068da/src/com/ichi2/anki/AnkiDb.java,2010-02-23T08:20:41Z
27,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,queryColumn(),AnkiDb.java,a157744ea6019a5efdc620f295b0a939e1d82daac2d0a371aeeb1f5bb2537c92,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/AnkiDb.java,ebb41e105a91e735509f51d9ae7e1b722691a759ea2fbb49faccfb8fb26ced24,https://raw.githubusercontent.com/ankidroid/Anki-Android/eca310049470e49147d284b6aa02cf36c67068da/src/com/ichi2/anki/AnkiDb.java,2010-02-23T08:20:41Z
28,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,fromDb(),Card.java,e4e8903a4ec7e4fc64193c6c04fd889bdef64556eb4df68c2541a814184fc6a0,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/Card.java,48b12c3a4d89e778a87a51e2366f63b8207b4e583a3b2ac5ce8dcdffee4b1960,https://raw.githubusercontent.com/ankidroid/Anki-Android/48c627368cd678d64996f57a03afb4ddab470946/src/com/ichi2/anki/Card.java,2010-02-23T08:20:41Z
29,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,fromDb(),CardModel.java,466ef2245f2f09979092d65a0a8bfcf2ed453848328fe5554f694c0c57df8a9a,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/CardModel.java,f34a690880382d9bfec36494b0eb3e562713a7b3cda4df3cd6ef79b9549cdea1,https://raw.githubusercontent.com/ankidroid/Anki-Android/48c627368cd678d64996f57a03afb4ddab470946/src/com/ichi2/anki/CardModel.java,2010-02-23T08:20:41Z
30,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,openDeck(),Deck.java,fcc79bd307f4ccebc51b5b45fa25af8eac7f889159b1afb6d9a2d2294622fd3f,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/Deck.java,de538036c2175815c23005ba2d8b7aa1fb63bd561044d1c41d8e4828eb0edc85,https://raw.githubusercontent.com/ankidroid/Anki-Android/126a6fdb67e6b7bc7bdca458fd7c009209214b07/src/com/ichi2/anki/Deck.java,2010-02-23T08:20:41Z
31,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,fromDb(),Fact.java,94fe862126207e1aac2e50512b65b8456642fd7cbb9fbce414be67bf4544a880,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/Fact.java,21c826d54171a1e8abedd24ff8812721715d9351de086a7479b21c5863ca6cf2,https://raw.githubusercontent.com/ankidroid/Anki-Android/48c627368cd678d64996f57a03afb4ddab470946/src/com/ichi2/anki/Fact.java,2010-02-23T08:20:41Z
32,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,fromDB(),Stats.java,610cf3edf3c566af15ca942f28c86547edd68f399ef33755e0a8ca0ba8831e09,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/Stats.java,4caee65a4ab48157971628ce9056d0b0124c78bf430c9d58732dec605bc63d14,https://raw.githubusercontent.com/ankidroid/Anki-Android/cfe6d83f85e9367403ee930e1b8fc78374c311b4/src/com/ichi2/anki/Stats.java,2010-02-23T08:20:41Z
33,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,globalStats(),Stats.java,610cf3edf3c566af15ca942f28c86547edd68f399ef33755e0a8ca0ba8831e09,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/Stats.java,4caee65a4ab48157971628ce9056d0b0124c78bf430c9d58732dec605bc63d14,https://raw.githubusercontent.com/ankidroid/Anki-Android/cfe6d83f85e9367403ee930e1b8fc78374c311b4/src/com/ichi2/anki/Stats.java,2010-02-23T08:20:41Z
34,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/25256904da5af4304f19176858128a7c5ddbc74b,dailyStats(),Stats.java,610cf3edf3c566af15ca942f28c86547edd68f399ef33755e0a8ca0ba8831e09,https://raw.githubusercontent.com/ankidroid/Anki-Android/25256904da5af4304f19176858128a7c5ddbc74b/src/com/ichi2/anki/Stats.java,4caee65a4ab48157971628ce9056d0b0124c78bf430c9d58732dec605bc63d14,https://raw.githubusercontent.com/ankidroid/Anki-Android/cfe6d83f85e9367403ee930e1b8fc78374c311b4/src/com/ichi2/anki/Stats.java,2010-02-23T08:20:41Z
35,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/8a7c3757d65d4dcd421782bc89e1ff5875707333,updateDynamicIndices(),Deck.java,927940a39ae11f56f41ce0dd89a8fd18dcbcd83249fd6d2c6e4e1c5badcc766f,https://raw.githubusercontent.com/ankidroid/Anki-Android/8a7c3757d65d4dcd421782bc89e1ff5875707333/src/com/ichi2/anki/Deck.java,df271bbf1212f181e6f05d7e6a81863680704d8c73c82adfc465f2fa0a6877d3,https://raw.githubusercontent.com/ankidroid/Anki-Android/e87690da8fbddee6cefa0762f731cc592daef3a3/src/com/ichi2/anki/Deck.java,2011-01-12T22:35:42Z
36,ankidroid,Anki-Droid,android.database.Cursor,https://github.com/ankidroid/Anki-Android/commit/c993a3398ec325672fd43307d8e2b457b3be9db7,upgradeDB() @line 91,MetaDB.java,94483d2a2a1c4335233598426b436807b2eb340838c6de45577ee59f706eed3a,https://raw.githubusercontent.com/ankidroid/Anki-Android/c993a3398ec325672fd43307d8e2b457b3be9db7/AnkiDroid/src/main/java/com/ichi2/anki/MetaDB.java,811dccfbd50848dee1556579caeced13b8669de4ae2c5f1e0f883c67b1da44fe,https://raw.githubusercontent.com/ankidroid/Anki-Android/3725ce75828aaf4fa0b7bc36416a973f2ea6a157/AnkiDroid/src/main/java/com/ichi2/anki/MetaDB.java,2016-02-19T04:12:44Z
37,ankidroid,Anki-Droid,android.database.sqlite.SQLiteDatabase,https://github.com/ankidroid/Anki-Android/commit/4748c1af6efc8d4f8bcdeafc4f9c384e58bb853e,run(),Anki2Importer.java,169ab35e4f4834a4b573616e649ed578845288748a4ba72c74ae1ba3e0334a4b,https://raw.githubusercontent.com/ankidroid/Anki-Android/4748c1af6efc8d4f8bcdeafc4f9c384e58bb853e/src/com/ichi2/libanki/importer/Anki2Importer.java,93a5ef8edf9042bf7491c574b083b55e65dc78a32e25537a121f7a8d3d7cda80,https://raw.githubusercontent.com/ankidroid/Anki-Android/f355183d841d493b441bafe48bf3f94c0164cc8d/src/com/ichi2/libanki/importer/Anki2Importer.java,2013-07-07T07:50:01Z
38,ankidroid,Anki-Droid,android.database.sqlite.SQLiteDatabase,https://github.com/ankidroid/Anki-Android/commit/5665dd8ab2982f230323b610137767296fbd6e0c,onPostExecute() @line 500,DeckPicker.java,fc76dfc8d6c06f37ccc9acc6f97ea964889a8020252923d2bc54784400dfa46f,https://raw.githubusercontent.com/ankidroid/Anki-Android/5665dd8ab2982f230323b610137767296fbd6e0c/src/com/ichi2/anki/DeckPicker.java,a52e2c97f8c2b316b1f8f33b7733e20da4dfc0988a8512b1d811a105aec3858f,https://raw.githubusercontent.com/ankidroid/Anki-Android/9235be833170019928f19f7bdb8091646c20d56a/src/com/ichi2/anki/DeckPicker.java,2012-07-25T19:57:43Z
39,ankidroid,Anki-Droid,android.database.sqlite.SQLiteDatabase,https://github.com/ankidroid/Anki-Android/commit/b27f423f73a7e940b31fae3dce8722c0866abca0,onDestroy(),StudyOptions.java,85ffb8daa9f8d1490d3786601529988cfb021bd985e035288904af43bc248b5d,https://raw.githubusercontent.com/ankidroid/Anki-Android/b27f423f73a7e940b31fae3dce8722c0866abca0/src/com/ichi2/anki/StudyOptions.java,dbe5812e3e5b9861810ec1a5e7a7228557dcdaa0647a4a6cf9f4b08251f7e982,https://raw.githubusercontent.com/ankidroid/Anki-Android/362fa48a251abfd17b3a330798c4e6221f74ebea/src/com/ichi2/anki/StudyOptions.java,2012-07-25T19:57:43Z
40,ankidroid,Anki-Droid,java.io.BufferedOutputStream,https://github.com/ankidroid/Anki-Android/commit/4ec27bcddab9b9e92df81bb5b83adf94619f66fb,writeToFile(),HttpSyncer.java,deb0ccca5d997cfa672f6b4dff945a27567c4932de802d05b0f9693003979a48,https://raw.githubusercontent.com/ankidroid/Anki-Android/4ec27bcddab9b9e92df81bb5b83adf94619f66fb/src/com/ichi2/libanki/sync/HttpSyncer.java,45728ef8d5cb9c56b1783da832b23e24cd90aabba76fb059db0275b56b9ad0d8,https://raw.githubusercontent.com/ankidroid/Anki-Android/fc102fb69f0bd80e33f8c1aee7ff388f91963b55/src/com/ichi2/libanki/sync/HttpSyncer.java,2012-02-05T13:06:46Z
41,ankidroid,Anki-Droid,java.io.BufferedReader,https://github.com/ankidroid/Anki-Android/commit/fec5ff00852f90257b046e8a97210929628a1f00,getDeckStyle(),Reviewer.java,4228297e0415a1d2ab32320ddcd8ad9af5509ff37f9d6e503f9c0aa2f076af0f,https://raw.githubusercontent.com/ankidroid/Anki-Android/fec5ff00852f90257b046e8a97210929628a1f00/src/com/ichi2/anki/Reviewer.java,41ed3eeeca06b5485a00fec439748290d7be693918d93cf14952fc5cfc67bb0e,https://raw.githubusercontent.com/ankidroid/Anki-Android/8315e1fa1087a7eb3b11d24ecadafdf47a7b7d60/src/com/ichi2/anki/Reviewer.java,2012-04-22T09:41:48Z
